assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Barratt's Impulsiveness Scale (BIS)	33		BARRATT9	9. I concentrate easily.	attentive	2f841e23-7458-4268-9e7f-64b6efa796f5	heedful.a.01	positive	408	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT10	10. I save regularly.	frugal	81894ab6-c9af-4b74-a307-9a8f8cb53759	economical.s.03	positive	409	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT11	11. I squirm at plays or lectures.	restless	f50e18d7-84e0-40cf-99ae-543e4cfe4e5e	restless.s.01	positive	410	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT12	12. I am a careful thinker.	thoughtful	bc22004c-ccbd-48c2-8063-afc6d047448c	thoughtful.s.01	positive	411	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT13	13. I plan for job security.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	412	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT14	14. I say things without thinking.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	413	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT15	15. I like to think about complex problems.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	414	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT16	16. I change jobs.	volatile	2fdc0c44-0d31-46f3-b3bb-e0e4ac9257f1	fickle.s.01	positive	415	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT17	17. I act on impulse.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	416	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT18	18. I get easily bored when solving thought problems.	attentive	2f841e23-7458-4268-9e7f-64b6efa796f5	heedful.a.01	negative	417	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT19	19. I act on the spur of the moment.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	418	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT20	20. I am a steady thinker.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	419	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT21	21. I change where I live.	volatile	2fdc0c44-0d31-46f3-b3bb-e0e4ac9257f1	fickle.s.01	positive	420	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT22	22. I buy things on impulse.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	421	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT23	23. I can only think about one problem at a time.	serial	0f53528d-1586-43d6-bb39-2c50db30d23a	consecutive.s.02	positive	422	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT24	24. I change hobbies.	volatile	2fdc0c44-0d31-46f3-b3bb-e0e4ac9257f1	fickle.s.01	positive	423	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT25	25. I spend or charge more than I earn.	frugal	81894ab6-c9af-4b74-a307-9a8f8cb53759	economical.s.03	negative	424	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT26	26. I have outside thoughts when thinking.	rumination	9080f004-c57b-40ad-866f-54b22c2aa112	contemplation.n.02	positive	425	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT27	27. I am more interested in the present than the future.	present	871302bc-b1e7-43d9-9a23-2740c0cb8878	present.a.01	positive	426	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT28	28. I am restless at lectures or talks.	restless	f50e18d7-84e0-40cf-99ae-543e4cfe4e5e	restless.s.01	positive	427	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT29	29. I like puzzles.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	428	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	33		BARRATT30	30. I plan for the future.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	429	DOUBLE	undefined
Dickman Impulsivity Inventory	49		DICK_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	455	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	456	INT	undefined
Dickman Impulsivity Inventory	49		DICK_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	457	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK1	1. I would travel a great deal if I had the chance	adventurous	8e45b894-98ac-4dff-afa1-497f0663f0c5	adventurous.a.01	positive	458	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK2	2. I don't like to make decisions quickly, even simple decisions, such as choosing what to wear, or what to have for dinner	decisive	400138ee-e432-4564-bc88-58d5941c27e6	decisive.a.03	negative	459	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK3	3. I seldom tell lies	honest	623502d3-9179-4653-a767-7c3e5c9e000c	honest.a.01	positive	460	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK4	4. I will often say whatever comes into my head without thinking first	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	461	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK5	5. I have many hobbies	eclectic	84173116-9784-4989-a776-f8163a52d6ff	eclectic.s.01	positive	462	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK6	6. I am good at taking advantage of unexpected opportunities, where you have to do something immediately or lose your chance	responsive	1a3e348f-dcd3-4715-a380-4946f722fefa	responsive.a.02	positive	463	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK7	7. I would rather read fiction than non-fiction	imaginative	50a83dc1-72da-4234-bc0a-d3a8b135a0a5	imaginative.s.01	positive	464	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK8	8. I enjoy working out problems slowly and carefully	thoughtful	bc22004c-ccbd-48c2-8063-afc6d047448c	thoughtful.s.01	positive	465	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK9	9. I would not drive over the speed limit, even if I knew I would not be caught	law-abiding	9096d085-df37-4597-875c-17a819a3b316	law-abiding.s.01	positive	466	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK10	10. I am uncomfortable when I have to make up my mind rapidly	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	467	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK11	11. I consider myself a sympathetic person	sympathetic	f4ddc4a4-e83f-4382-9ed5-1bc98d5d1759	sympathetic.a.02	positive	468	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK12	12. I frequently make appointments without thinking about whether I will be able to keep them	responsible	8d576bd6-f35b-46ea-babd-09c7dc26aa21	responsible.a.01	negative	469	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK13	13. I enjoy exercising	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	positive	470	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK14	14. I like to take part in really fast-paced conversations, where you don't have much time to think before you speak	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	471	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK15	15. I like most of the people I meet	agreeable	1c847904-b313-4591-b723-1ffcf979c0dc	agreeable.a.01	positive	472	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK16	16. I frequently buy things without thinking about whether or not I can really afford them	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	473	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK17	17. I watch television about as much as most people do	average	722b31c2-5cf4-43a3-b0a2-2ce0e746291e	average.s.02	positive	474	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK18	18. Most of the time, I can put my thoughts into words very rapidly	responsive	1a3e348f-dcd3-4715-a380-4946f722fefa	responsive.a.02	positive	475	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK19	19. I enjoy outdoor activities	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	positive	476	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK20	20. I often make up my mind without taking the time to consider the situation from all angles	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	negative	477	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK21	21. I have read more books than most of my friends	scholarly	42853b07-b0b0-4fd7-8287-f6580bc5b2da	scholarly.a.01	positive	478	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK22	22. I don't like to do things quickly, even when I am doing something that is not very difficult	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	479	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK23	23. I am more alert than most people late at night	nocturnal	4051ca2a-064a-4c15-88b8-874787c5c1d6	nocturnal.a.01	positive	480	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK24	24. Often, I don't spend enough time thinking over a situation before I act	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	481	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK25	25. I like to read about scientific research	scholarly	42853b07-b0b0-4fd7-8287-f6580bc5b2da	scholarly.a.01	positive	482	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK26	26. I would enjoy working at a job that required me to make a lot of split-second decisions	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	483	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK27	27. Religion is very important in my life	religious	a95a2102-875a-4761-ad67-26a7b90b4a9a	religious.a.02	positive	484	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK28	28. I often get into trouble because I don't think before I act	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	485	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK29	29. I have more curiosity than most people	curious	4103d331-59cd-404e-80b1-f75facb10957	curious.s.03	positive	486	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK30	30. I like sports and games in which you have to choose your next move very quickly	expeditious	0022f569-89cc-48cc-94a9-02febaa7d962	expeditious.s.01	positive	487	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK31	31. I read the newspaper almost every day	informed	9a92c882-1ae1-4e76-946a-09831e86af70	informed.a.01	positive	488	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK32	32. Many times the plans I make don't work out because I haven't gone over them carefully enough in advance	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	489	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK33	33. I sometimes get depressed for no good reason	depressed	bb471004-22da-47ce-af33-5f367ac71041	gloomy.s.02	positive	490	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK34	34. People have admired me because I can think quickly	quick-witted	e4c88a24-1b1b-4943-b154-2a4c605b97e5	quick-witted.s.01	positive	491	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK35	35. I enjoy it when I get a chance to visit a city I've never seen before	adventurous	8e45b894-98ac-4dff-afa1-497f0663f0c5	adventurous.a.01	positive	492	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK36	36. I rarely get involved in projects without first considering the potential problems	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	493	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK37	37. I am easily embarrassed	embarrassed	3f6dbc6c-eda1-4924-958f-28ea9c9d30fa	abashed.s.01	positive	494	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK38	38. I have often missed out on opportunities because I couldn't make up my mind fast enough	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	495	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK39	39. I am more alert than most people early in the morning	punctual	064924c5-e884-4266-89f7-5eea49555047	punctual.a.01	positive	496	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK40	40. Before making any important decision, I carefully weigh the pros and cons	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	497	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK41	41. I make an effort to take care of my health	healthy	995fa04e-4e82-4116-af12-948060373e5d	healthy.s.04	positive	498	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK42	42. I try to avoid activities where you have to act without much time to think first	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	499	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK43	43. I generally go to bed at a later hour than most people do	nocturnal	4051ca2a-064a-4c15-88b8-874787c5c1d6	nocturnal.a.01	positive	500	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK44	44. I am good at careful reasoning	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	501	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK45	45. I think that I am more creative than most of my friends	creative	610ec49c-f485-45c4-a8d5-fb82aa99c550	creative.a.01	positive	502	LONGINT	undefined
Dickman Impulsivity Inventory	49		DICK46	46. I often say and do things without considering the consequences	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	503	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	510	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	511	INT	undefined
Multidimensional Personality Questionnaire	27		MPQ_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	512	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ24	I keep close track of where my money goes.	frugal	81894ab6-c9af-4b74-a307-9a8f8cb53759	economical.s.03	positive	513	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ2	When I have to make a decision, I usually take time to consider and weigh all possibilities.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	514	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ47	I like to stop and think things over before I do them.	contemplative	d0b686b7-e07b-4280-8260-5a9d64446b75	brooding.s.01	positive	515	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ70	I don't like to start a project until I know exactly how to do it.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	516	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ79	I am very levelheaded, usually have both feet on the ground.	realistic	35121159-d082-465c-aa59-d558939b6837	realistic.a.01	positive	517	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ103	I almost never do anything reckless.	careful	456f92c1-bc66-4c29-8ebe-e831da81517f	careful.a.01	positive	518	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ124	I tend to value and take a rational, sensible approach to things.	rational	7b659f72-2d36-43f9-aa26-2960751d0dfa	rational.s.04	positive	519	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ147	I usually think very carefully before I make up my mind.	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	520	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ172	I plan and organize my work in detail.	meticulous	7cb5b6a0-e5a9-480b-956a-fd98737f95e5	meticulous.s.02	positive	521	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ195	People say that I am well organized (that I do things in a systematic manner).	organized	5885cbc5-7849-48d7-9fe2-ba07a3eeefd2	organized.a.02	positive	522	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ209	I am a cautious person.	cautious	50c1d1d6-9f0d-40ba-a649-64658e317681	cautious.a.01	positive	523	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ234	Whenever I go out to have fun I like to have a pretty good idea of what I'm going to do.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	524	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ251	Before I get into a new situation I like to find out what to expect from it.	spontaneous	1d229855-9591-4baa-90c7-ffd478501179	ad-lib.s.02	negative	525	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ12	I often stop one thing before completing it and start another.	comprehensive	b48b3c24-4031-40af-96be-4b605df6a9e6	comprehensive.a.01	negative	526	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ38	I often act without thinking.	reactive	b885d12e-c857-47c5-80aa-f83926f1ce36	reactive.s.02	positive	527	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ57	I often prefer to play things by ear rather than to plan ahead.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	528	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ92	I am more likely to do things quickly and carelessly rather than slowly and carefully.	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	negative	529	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ112	When I need to buy something, I usually go get it without thinking what more I may soon need from the same store.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	530	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ136	I often act on the spur of the moment.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	531	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ159	I am often not as cautious as I should be.	cautious	50c1d1d6-9f0d-40ba-a649-64658e317681	cautious.a.01	negative	532	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ185	I often start projects with little idea of what the end result will be.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	533	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ219	I generally do not like to have detailed plans.	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	534	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ243	People consider me a rather freewheeling and spontaneous person.	spontaneous	1d229855-9591-4baa-90c7-ffd478501179	ad-lib.s.02	positive	535	LONGINT	undefined
Multidimensional Personality Questionnaire	27		MPQ266	I often like to do the first thing that comes to my mind.	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	536	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYESNECK_SID	system auto-generated number	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	538	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYESNECK_COMPLETED	Form completion	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	539	INT	undefined
Eysenck Personality Questionnaire	57		EYESNECK_PTID	Patient ID	None	b821443e-cfc2-43ff-a23f-3a22da752a8f		positive	540	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK1	1. Would you enjoy water skiing	active	94acb7c2-3791-461c-8538-988c9a026dc1	active.a.07	positive	541	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK2	2. Usually do you prefer to stick to brands you know are reliable, to trying new ones on the chance of finding something better	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	negative	542	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK3	3. Would you feel sorry for a lonely stranger	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	543	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK4	4. Do you quite enjoy taking risks	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	544	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK5	5. Do you often get emotionally involved in with your friends' problems	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	545	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK6	6. Would you enjoy parachute jumping	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	546	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK7	7. Do you often buy things on impulse	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	547	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK8	8. Do unhappy people who are sorry for themselves irritate you	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	548	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK9	9. Do you generally do and say things without stopping to think	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	549	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK10	10. Are you inclined to get nervous when others around you seem to be nervous	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	550	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK11	11. Do you often get into a jam because you do things without thinking	careful	456f92c1-bc66-4c29-8ebe-e831da81517f	careful.a.01	negative	551	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK12	12. Do you think hitch-hiking is too dangerous a way to travel	adventurous	8e45b894-98ac-4dff-afa1-497f0663f0c5	adventurous.a.01	negative	552	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK13	13. Do you find it silly for people to cry out of happiness	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	553	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK14	14. Do you like diving off the highborard	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	554	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK15	15. Do people you are with have a strong influence on your moods	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	555	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK16	16. Are you an impulsive person	impulsive	344823c9-fb4f-470e-ae63-1712a7c4a25a	impulsive.s.01	positive	556	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK17	17. Do you welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional	open	d1c64f5c-20cd-44e1-a9ec-4b419396a6f1	receptive.a.02	positive	557	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK18	18. Does it affect you very much when one of you friends seems upset	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	558	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK19	19. Do you usually think carefully before doing anything	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	positive	559	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK20	20. Would you like to learn to fly an aeroplane	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	560	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK21	21. Do you ever get deeply involved with the feeling of a character in a film, play or novel	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	561	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK22	22. Do you often do things on the spur of the moment	spontaneous	1d229855-9591-4baa-90c7-ffd478501179	ad-lib.s.02	positive	562	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK23	23. Do you get very upset when you see someone cry	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	563	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK24	24. Do you sometimes find someone else's laughter catching	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	564	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK25	25. Do you mostly speak without thinking things out	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	negative	565	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK26	26. Do you often get involved in things you later wish you could get out of	unreliable	8f07118f-f675-45d6-adaf-0b7ac6f1ad54	unreliable.s.04	positive	566	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK27	27. Do you get so 'carried away' by new and exciting ideas, that you never think of possible snags	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	567	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK28	28. Do you find it hard to understand people who risk their necks climbing mountains	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	negative	568	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK29	29. Can you make decisions without worrying about other people's feelings	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	569	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK30	30. Do you sometimes like doing things that are a bit frightening	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	570	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK31	31. Do you need to use a lot of self-control to keep out of trouble	controlled	c6c994db-f9e7-4f59-a60a-74a1bb9153d3	control.v.01	positive	571	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK32	32. Do you become more irritated than sympathetic when you see someone cry	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	572	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK33	33. Would you agree that almost everything enjoyable is illegal or immoral	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	573	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK34	34. Generally do you prefer to enter cold sea water gradually, to diving or jumping straight in	deliberate	b87ef4b5-d05e-49e3-a40c-ec7d9864047e	careful.s.03	positive	574	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK35	35. Are you often surprised at people's reactions to what you do or say	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	575	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK36	36. Would you enjoy the sensation of skiing very fast down a high mountain slope	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	576	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK37	37. Do you like watching people open presents	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	positive	577	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK38	38. Do you think an evening out is more successful if it is unplanned or arranged at the last moment	planning	28003dc6-2b79-43b9-b44b-daf98c1dc446	planning.n.03	negative	578	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK39	39. Would you like to go scuba diving	adventurous	8e45b894-98ac-4dff-afa1-497f0663f0c5	adventurous.a.01	positive	579	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK40	40. Would you find it very hard to break bad news to someone	empathetic	a7152677-5154-4847-adf4-67d16a7bb3b5	empathic.s.01	negative	580	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK41	41. Would you enjoy fast driving	brave	b440b603-fe46-4211-958d-4aaddbc3e0a4	weather.v.01	positive	581	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK42	42. Do you usually work quickly, without bothering to check	meticulous	7cb5b6a0-e5a9-480b-956a-fd98737f95e5	meticulous.s.02	negative	582	LONGINT	undefined
Eysenck Personality Questionnaire	57		EYSENCK43	43. Do you often change your interests	volatile	2fdc0c44-0d31-46f3-b3bb-e0e4ac9257f1	fickle.s.01	positive	583	LONGINT	undefined
